Title,Authors,DOI,Date,Paper URL,Abstract,Summary
A new method for detecting mixed Mycobacterium tuberculosis infection and reconstructing constituent strains provides insights into transmission,,https://doi.org/10.1101/2024.04.26.591283,,https://www.biorxiv.org/content/10.1101/2024.04.26.591283v1,"AbstractBackground Mixed infection with multiple strains of the same pathogen in a single host can present clinical and analytical challenges. Whole genome sequence (WGS) data can identify signals of multiple strains in samples, though the precision of previous methods can be improved. Here, we present MixInfect2, a new tool to accurately detect mixed samples from Mycobacterium tuberculosis WGS data. We then evaluate three approaches for reconstructing the underlying mixed constituent strain sequences. This allows these samples to be included in downstream analysis to gain insights into the epidemiology and transmission of mixed infections.Methods We employed a Gaussian mixture model to cluster allele frequencies at mixed sites (hSNPs) in each sample to identify signals of multiple strains. Building upon our previous tool, MixInfect, we increased the accuracy of classifying in vitro mixed samples through multiple improvements to the bioinformatic pipeline. Major and minor proportion constituent strains were reconstructed using three approaches and assessed by comparing the estimated sequence to the known constituent strain sequence. Lastly, mixed infections in a real-world Mycobacterium tuberculosis population from Moldova were detected with MixInfect2 and clusters of recent transmission that included major and minor constituent strains were built.Results All 36/36 in vitro mixed and 12/12 non-mixed samples were correctly classified with MixInfect2, and major strain proportions estimated with high accuracy, outperforming previous tools. Reconstructed major strain sequences closely matched the true constituent sequence by taking the allele at the highest frequency at hSNPs, while the best performing approach to reconstruct the minor proportion strain sequence was identifying the closest non-mixed isolate in the same population, though no approach was effective when the minor strain proportion was at 5%. Finally, fewer mixed infections were identified in Moldova than previous estimates (6.6% vs 17.4%) and we found multiple instances where the constituent strains of mixed samples were present in transmission clusters.Conclusions MixInfect2 accurately detects samples with evidence of mixed infection from WGS data and provides an excellent estimate of the mixture proportions. While there are limitations in reconstructing the constituent strain sequences of mixed samples, we present recommendations for the best approach to include these isolates in further analyses.",mixed infections in a real-world Mycobacterium tuberculosis population from Moldova were detected with MixInfect2. fewer mixed infections were identified in Moldova than previous estimates (6.6% vs 17.4%)
To be or not to be - Decoding the Trabecular Meshwork Cell Identity,,https://doi.org/10.1101/2024.04.26.591346,,https://www.biorxiv.org/content/10.1101/2024.04.26.591346v1,"ABSTRACTThe trabecular meshwork within the conventional outflow apparatus is critical in maintaining intraocular pressure homeostasis. In vitro studies employing primary cell cultures of the human trabecular meshwork (hTM) have conventionally served as surrogates for investigating the pathobiology of TM dysfunction. Despite its abundant use, translation of outcomes from in vitro studies to ex vivo and/or in vivo studies remains a challenge. Given the cell heterogeneity, performing single-cell RNA sequencing comparing primary hTM cell cultures to hTM tissue may provide important insights on cellular identity and translatability, as such an approach has not been reported before. In this study, we assembled a total of 14 primary hTM in vitro samples across passages 1-4, including 4 samples from individuals diagnosed with glaucoma. This dataset offers a comprehensive transcriptomic resource of primary hTM in vitro scRNA-seq data to study global changes in gene expression in comparison to cells in tissue in situ. We have performed extensive preprocessing and quality control, allowing the research community to access and utilize this public resource.","in vitro studies employing primary cell cultures of the human trabecular meshwork (hTM) have served as surrogates for investigating the pathobiology of TM dysfunction. despite its abundant use, translation of outcomes from in vitro studies to ex vivo and/or in vivo studies remains a challenge."
High-resolution detection of copy number alterations in single cells with HiScanner,,https://doi.org/10.1101/2024.04.26.587806,,https://www.biorxiv.org/content/10.1101/2024.04.26.587806v1,"AbstractImprovements in single-cell whole-genome sequencing (scWGS) assays have enabled detailed characterization of somatic copy number alterations (CNAs) at the single-cell level. Yet, current computational methods are mostly designed for detecting chromosome-scale changes in cancer samples with low sequencing coverage. Here, we introduce HiScanner (High-resolution Single-Cell Allelic copy Number callER), which combines read depth, B-allele frequency, and haplotype phasing to identify CNAs with high resolution. In simulated data, HiScanner consistently outperforms state-of-the-art methods across various CNA types and sizes. When applied to high-coverage scWGS data from human brain cells, HiScanner shows a superior ability to detect smaller CNAs, uncovering distinct CNA patterns between neurons and oligodendrocytes. For 179 cells we sequenced from longitudinal meningioma samples, integration of CNAs with point mutations revealed evolutionary trajectories of tumor cells. These findings show that HiScanner enables accurate characterization of frequency, clonality, and distribution of CNAs at the single-cell level in both non-neoplastic and neoplastic cells.",AbstractImprovements in single-cell whole-genome sequencing have enabled detailed characterization of somatic copy number alterations (CNAs) at the single-cell level. current computational methods are mostly designed for detecting chromosome-scale changes in cancer samples with low sequencing coverage.
"First whole genome assembly of Vaccinium floribundum Kunth, an emblematic Andean species",,https://doi.org/10.1101/2024.04.26.591377,,https://www.biorxiv.org/content/10.1101/2024.04.26.591377v1,"AbstractBackground Vaccinium floribundum Kunth, known as ""mortiño,"" is an endemic shrub species of the Andean region adapted to harsh conditions in high-altitude ecosystems. It plays an important ecological role as a pioneer species in the aftermath of deforestation and human-induced fires within paramo ecosystems, emphasizing its conservation value. While previous studies have offered insights into the genetic diversity of mortiño, comprehensive genomic studies are still missing to fully understand the unique adaptations of this species and its population status, highlighting the importance of generating a reference genome for this plant.Results ONT and Illumina sequencing were used to establish a reference genome for this species. Three different de novo genome assemblies were generated and compared for quality, continuity and completeness. The Flye assembly was selected as the best and refined by filtering out short ONT reads, screening for contaminants and genome scaffolding. The final assembly has a genome size of 529 MB, containing 1,317 contigs and 97% complete BUSCOs, indicating a high level of integrity of the genome. Additionally, the LAI Index of 12.93, further categorizes this assembly as a reference genome.Conclusions The genome of V. floribundum reported in this study is the first reference genome generated for this species, providing a valuable tool for further studies. This high-quality genome, based on the quality and completeness parameters obtained, will not only help uncover the genetic mechanisms responsible for its unique traits and adaptations to high-altitude ecosystems, but will also contribute to conservation strategies for a species endemic to the Andes.","Vaccinium floribundum Kunth, known as ""mortio,"" is an endemic shrub species of the Andean region. it plays an important ecological role as a pioneer species in the aftermath of deforestation and human-induced fires within paramo ecosystems."
Characterizing Spatially Continuous Variations in Tissue Microenvironment through Niche Trajectory Analysis,,https://doi.org/10.1101/2024.04.23.590827,,https://www.biorxiv.org/content/10.1101/2024.04.23.590827v1,"AbstractRecent technological developments have made it possible to map the spatial organization of a tissue at the single-cell resolution. However, computational methods for analyzing spatially continuous variations in tissue microenvironment are still lacking. Here we present ONTraC as a strategy that constructs niche trajectories using a graph neural network-based modeling framework. Our benchmark analysis shows that ONTraC performs more favorably than existing methods for reconstructing spatial trajectories. Applications of ONTraC to public spatial transcriptomics datasets successfully recapitulated the underlying anatomical structure, and further enabled detection of tissue microenvironment-dependent changes in gene regulatory networks and cell-cell interaction activities during embryonic development. Taken together, ONTraC provides a useful and generally applicable tool for the systematic characterization of the structural and functional organization of tissue microenvironments.",ONTraC is a strategy that constructs niche trajectories using a graph neural network-based modeling framework. our benchmark analysis shows that ONTraC performs better than existing methods for reconstructing spatial trajectories.
Population genomic analysis reveals cryptic population structure in the commercially important Lake Malawi cichlid Copadichromis mloto,,https://doi.org/10.1101/2024.04.26.591058,,https://www.biorxiv.org/content/10.1101/2024.04.26.591058v1,"AbstractFish is an important source of animal protein for many people living around Lake Malawi. The evaluation of population structure and genetic diversity can yield useful information for management and conservation of fish species but is complicated in Lake Malawi by the close genetic relatedness of species of the recent cichlid adaptive radiation. In this study, we analysed whole-genome sequencing data of “true utaka”, a group of cichlids previously common in fisheries, but that has faced strong decline due to overfishing. Our analysis of 223 individuals collected from fishermen’s catches along the western shoreline of Lake Malawi confirmed that Copadichromis mloto (C. sp. “virginalis kajose”) is the true utaka most targeted by fisheries. Genetic principal component analysis, phylogenetic inference, and admixture analysis revealed complex patterns of population structure. The presence of at least three geographically widespread genetic clades that have remained separate despite gene flow and partial sympatry hints at the presence of currently undescribed, cryptic species diversity in C. mloto. This result leads us to suggest that, despite the lack of obvious habitat barriers, benthic and pelagic species of Malawi cichlids might harbour unidentified species diversity and calls for further genetic and taxonomic research to define appropriate conservation units.","cichlids previously common in fisheries, but that has faced strong decline due to overfishing. cichlid adaptive radiation is the true utaka most targeted by fisheries."
Meta-analysis of the pathogen Leishmania donovani’s transcriptome reveals multiple modes of regulation including two reciprocally regulated gene modules,,https://doi.org/10.1101/2024.04.26.591251,,https://www.biorxiv.org/content/10.1101/2024.04.26.591251v1,"ABSTRACTLeishmania donovani causes a neglected tropical disease called visceral leishmaniasis. Additionally, leishmaniasis also manifests opportunistically, under conditions of immune compromise. The continued non-availability of effectively curative interventions (drugs or vaccines) against this disease necessitates a deeper knowledge of Leishmania biology in order to evolve novel strategies against the disease. We have used a meta-analysis approach to analyse Leishmania’s composite genetic network rather than investigating individual candidate genes. We performed Weighted Gene Co-expression Network Analysis (WGCNA) on publicly available Leishmania donovani transcriptome data to identify co-regulatory genetic modules. This clustering of Leishmania donovani transcriptomes revealed that genes fall in 30 distinct co-regulated modules with 32 to 3012 genes. In order to analyse the distribution of genes in Leishmania gene modules, we queried the enrichment or depletion of various annotation-qualifiers in the modules. We observed that several modules are specifically and individually enriched or depleted for annotation qualifiers derived from GO-annotation and KEGG-pathways and are differentially associated with life-phases and experimental conditions. Additionally, modules are also enriched or depleted for sequence based genetic features such as chromosomal location, location on co-transcriptional segment, rank of transcript from initiation of transcription, skewed usage of known RNA Binding Protein motifs. Classification of uncharacterized transcripts into co-regulatory modules provides insights in their probable characteristics, aiding future empirical investigation. Strikingly, two of the modules have reciprocal features including individual associations with logarithmic or stationary growth phases of Leishmania, two important life-phases that simulate the vector-dwelling pro-cyclic and the pre-infective meta-cyclic forms. Collectively, our analyses of Leishmania co-regulated gene modules is suggestive of additional regulatory modes over the mere differential mRNA stabilization.","leishmania donovani causes a neglected tropical disease called visceral leishmaniasis. leishmaniasis also manifests opportunistically, under conditions of immune compromise. we have used a meta-analysis approach to analyse Leishmania’s composite genetic network rather than investigating individual candidate genes."
Sex-Specific Deflection of Age-Related DNA Methylation and Gene Expression in Mouse Heart by Perinatal Toxicant Exposures,,https://doi.org/10.1101/2024.04.25.591125,,https://www.biorxiv.org/content/10.1101/2024.04.25.591125v1,"AbstractBackground Global and site-specific changes in DNA methylation and gene expression are associated with cardiovascular aging and disease, but how toxicant exposures during early development influence the normal trajectory of these age-related molecular changes, and whether there are sex differences, has not yet been investigated.Objectives We used an established mouse model of developmental exposures to investigate the effects of perinatal exposure to either lead (Pb) or diethylhexyl phthalate (DEHP), two ubiquitous environmental contaminants strongly associated with CVD, on age-related cardiac DNA methylation and gene expression.Methods Dams were randomly assigned to receive human physiologically relevant levels of Pb (32 ppm in water), DEHP (25 mg/kg chow), or control water and chow. Exposures started two weeks prior to mating and continued until weaning at postnatal day 21 (3 weeks of age). Approximately one male and one female offspring per litter were followed to 3 weeks, 5 months, or 10 months of age, at which time whole hearts were collected (n ≥ 5 per sex per exposure). Enhanced reduced representation bisulfite sequencing (ERRBS) was used to assess the cardiac DNA methylome at 3 weeks and 10 months, and RNA-seq was conducted at all 3 time points. MethylSig and edgeR were used to identify age-related differentially methylated regions (DMRs) and differentially expressed genes (DEGs), respectively, within each sex and exposure group. Cell type deconvolution of bulk RNA-seq data was conducted using the MuSiC algorithm and publicly available single cell RNA-seq data.Results Thousands of DMRs and hundreds of DEGs were identified in control, DEHP, and Pb-exposed hearts across time between 3 weeks and 10 months of age. A closer look at the genes and pathways showing differential DNA methylation revealed that the majority were unique to each sex and exposure group. Overall, pathways governing development and differentiation were most frequently altered with age in all conditions. A small number of genes in each group showed significant changes in DNA methylation and gene expression with age, including several that were altered by both toxicants but were unchanged in control. We also observed subtle, but significant changes in the proportion of several cell types due to age, sex, and developmental exposure.Discussion Together these data show that perinatal Pb or DEHP exposures deflect normal age-related gene expression, DNA methylation programs, and cellular composition across the life course, long after cessation of exposure, and highlight potential biomarkers of developmental toxicant exposures. Further studies are needed to investigate how these epigenetic and transcriptional changes impact cardiovascular health across the life course.",perinatal exposure to either lead (Pb) or diethylhexyl phthalate (DEHP) affects cardiac DNA methylation and gene expression. exposures started two weeks prior to mating and continued until weaning at postnatal day 21.
Taking advantage of reference-guided assembly in a slowly-evolving lineage: application to Testudo graeca,,https://doi.org/10.1101/2024.04.25.591224,,https://www.biorxiv.org/content/10.1101/2024.04.25.591224v1,"ABSTRACTBackground Obtaining de novo chromosome-level genome assemblies greatly enhances conservation and evolutionary biology studies. For many research teams, long-read sequencing technologies (that produce highly contiguous assemblies) remain unaffordable or unpractical. For the groups that display high synteny conservation, these limitations can be overcome by a reference-guided assembly using a close relative genome. Of chelonians, terrestrial tortoises are considered one of the most endangered taxa, which calls for more genomic resources. Here we make the most of high synteny conservation in chelonians to produce the first chromosome-level genome assembly of genus Testudo with one of the most iconic tortoise species in the Mediterranean basin: T. graeca.Results We used high quality, paired-end Illumina sequences to build a reference-guided assembly with the chromosome level assembly of Gopherus evgoodei. We reconstructed a 2.29 Gb haploid genome with a scaffold N50 of 107.598 Mb and 5.37% gaps. We sequenced 25998 protein-coding genes, and a 41.2% fraction was determined as repetitive in our assembled genome. Demographic history reconstruction based on the genome revealed two events (population decline and recovery) consistent with previously suggested phylogeographic patterns for the species. This outlines the value of genomes like this for phylogeographic studies.Conclusions Our results highlight the value of using close relatives to produce de novo draft assemblies in species where such resources are unavailable. Our Testudo graeca annotated genome paves the way to delve deeper into the species’ evolutionary history and provides a valuable resource to increase making direct conservation efforts on their threatened populations.",chelonians produce the first chromosome-level genome assembly of genus Testudo. we reconstructed a 2.29 Gb haploid genome with a scaffold N50 of 107.598 Mb and 5.37% gaps. we sequenced 25998 protein-coding genes and a 41.2% fraction was determined as repetitive in our assembled genome.
Recent adaptation in an imperiled salmonid revealed by museum genomics,,https://doi.org/10.1101/2024.04.25.590849,,https://www.biorxiv.org/content/10.1101/2024.04.25.590849v1,"AbstractSteelhead/rainbow trout (Oncorhynchus mykiss) is an imperiled salmonid with two main life history strategies: migrate to the ocean or remain in freshwater. Domesticated hatchery forms of this species have been stocked into almost all California waterbodies, possibly resulting in introgression into natural populations and altered population structure.We compared whole-genome sequence data from contemporary populations against a set of museum population samples of steelhead from the same locations that were collected prior to most hatchery stocking.We observed minimal introgression and few steelhead-hatchery trout hybrids despite a century of extensive stocking. Our historical data show signals of introgression with a sister species and indications of an early hatchery facility. Finally, we found that migration-associated haplotypes have become less frequent over time, a likely adaptation to decreased opportunities for migration. Since contemporary migration-associated haplotype frequencies have been used to guide species management, we consider this to be a rare example of shifting baseline syndrome that has been validated with historical data.We suggest cautious optimism that a century of hatchery stocking has had minimal impact on California steelhead population genetic structure, but we note that continued shifts in life history may lead to further declines in the ocean-going form of the species.",AbstractSteelhead/rainbow trout (Oncorhynchus mykiss) is an imperiled salmonid with two main life history strategies: migrate to the ocean or remain in freshwater. domesticated hatchery forms of this species have been stocked into almost all California waterbodies.
Unveiling the complete invasion history of D. melanogaster: three horizontal transfers of transposable elements in the last 30 years,,https://doi.org/10.1101/2024.04.25.591091,,https://www.biorxiv.org/content/10.1101/2024.04.25.591091v1,"AbstractTransposable elements (TEs) are repetitive sequences capable of mobilizing within genomes, exerting significant influence on evolution throughout the tree of life. Using a novel approach that does not require prior knowledge about the sequence of repeats, we identified three novel TE invasions in D. melanogaster : MLE spread between 1990-2000, Souslik between 2009-2012, and Transib1 between 2013-2016. We recapitulate prior findings, revealing that a total of 11 TEs invaded D. melanogaster over the past two centuries. Leveraging data from over 1400 arthropod genomes, we provide evidence that the TE invasions were triggered by horizontal transfers, with D. simulans and species of the D. willistoni group acting as putative donors. Through analysis of ∼600 short-read datasets spanning diverse geographic regions, we reveal the rapidity of TE invasions: Transib1 swiftly multiplied from three isolated epicenters in 2014 to all investigated populations within just two years. Our findings suggest that anthropogenic activities, facilitating habitat and population expansions of D. melanogaster, might have accelerated the rate of horizontal transposon transfer as well the spread of the TEs into the worldwide population. Given the significant impact of TEs in genomes and the potential involvement of humans in their dispersal, our research has crucial implications for both evolution and ecology.",a total of 11 TEs invaded D. melanogaster over the past two centuries. a total of 11 TEs invaded the tree of life over the past two centuries.
CENP-A/CENP-B uncoupling in the evolutionary reshuffling of centromeres,,https://doi.org/10.1101/2024.04.24.590946,,https://www.biorxiv.org/content/10.1101/2024.04.24.590946v1,"ABSTRACTBackground While CENP-A is the epigenetic determinant of the centromeric function, the role of CENP-B, the sole centromeric protein binding a specific DNA sequence (CENP-B-box), remains elusive. In the few mammalian species analyzed so far, the CENP-B box is contained in the major satellite repeat that is present at all centromeres. We previously demonstrated that, in the genus Equus, some centromeres lack any satellite repeat.Results Here, we show that, in four Equus species, CENP-B is expressed but does not bind the numerous satellite-free and the majority of satellite-based centromeres while it is localized at several ancestral now inactive centromeres. The absence of CENP-B is related to the lack of CENP-B boxes rather than to peculiar features of the protein itself. CENP-B boxes are comprised in a previously undescribed repeat which is not the major satellite bound by CENP-A. Comparative sequence analysis suggests that this satellite was centromeric in the equid ancestor, lost centromeric function during evolution and gave rise to a short CENP-A bound repeat not containing the CENP-B box but being enriched in dyad symmetries. Centromeres lacking CENP-B are functional and recruit normal amounts of the centromeric proteins CENP-A and CENP-C.Conclusions We propose that the uncoupling between CENP-B and CENP-A may have played a role in the evolutionary reshuffling of equid centromeres. This study provides new insights into the complexity of centromere organization in a largely biodiverse world where the majority of mammalian species still have to be studied.",the absence of CENP-B is related to the lack of CENP-B boxes rather than peculiar features of the protein itself. the absence of CENP-B is related to the lack of CENP-B boxes rather than to peculiar features of the protein itself.
"Genome of tropical bed bug Cimex hemipterus (Cimicidae, Hemiptera) reveals tetraspanin expanded in bed bug ancestor",,https://doi.org/10.1101/2024.04.25.591052,,https://www.biorxiv.org/content/10.1101/2024.04.25.591052v1,"AbstractCimex species are ectoparasites that exclusively feed on warm-blooded animals such as birds and mammals. Three cimicid species are known to be persistent pests for humans, including the tropical bed bug C. hemipterus, common bed bug C. lectularius, and Eastern bat bug Leptocimex boueti. To date, genomic information is restricted to the common bed bug C. lectularius, which limits understand their biology and to provide controls of bed bug infestations. Here, a chromosomal-level genome assembly of C. hemipterus (495 Mb) containing on 16 pseudochromosomes (scaffold N50 = 34 Mb), together with 9 messenger RNA and small RNA transcriptomes were obtained. Comparison between hemipteran genomes, we found that the tetraspanin superfamily were expanded in the Cimex ancestor. This study provides the first genome assembly for the tropical bed bug C. hemipterus, and offers an unprecedented opportunity to address to questions relating to bed bug infestations, as well as genomic evolution to hemipterans more widely.","tropical bed bug C. hemipterus, common bed bug C. lectularius, and eastern bat bug Leptocimex boueti are known to be persistent pests for humans. to date, genomic information is restricted to the common bed bug C. lectularius, which limits understand their biology and to provide controls of bed bug infestations."
Integrative Data Analysis to Uncover Transcription Factors Involved in Gene Dysregulation of Nine Autoimmune and Inflammatory Diseases,,https://doi.org/10.1101/2024.04.24.591013,,https://www.biorxiv.org/content/10.1101/2024.04.24.591013v1,"ABSTRACTAutoimmune and inflammatory diseases are a group of > 80 complex diseases caused by loss of immune tolerance for self-antigens. The biological mechanisms of autoimmune diseases are largely unknown, preventing the development of effective treatment options. Integrative analysis of genome-wide association studies and chromatin accessibility data has shown that the risk variants of autoimmune diseases are enriched in open chromatin regions of immune cells, supporting their role in gene regulation. However, we still lack a systematic and unbiased identification of transcription factors involved in disease gene regulation. We hypothesized that for some of the disease-relevant transcription factors, their binding to DNA is affected at multiple genomic sites rather than a single site, and these effects are cell-type specific. We developed a statistical approach to assess enrichment of transcription factors in being affected by disease risk variants at multiple genomic sites. We used genetic association data of nine autoimmune diseases and identified 99% credible set SNPs for each trait. We then integrated the credible SNPs and chromatin accessibility data of 376 samples comprising 35 unique cell types, and employed a probabilistic model to identify the SNPs that are likely to change binding probability of certain transcription factors at specific cell types. Finally, for each transcription factor, we used a statistical test to assess whether the credible SNPs show enrichments in terms of changing the binding probability of that transcription factor at multiple sites. Our analysis resulted in identification of significantly enriched transcription factors and their relevant cell types for each trait. The prioritized immune cell types varied across the diseases. Our analysis proved that our predicted regulatory sites are active enhancers or promoters in the relevant cell types. Additionally, our pathway analysis showed that the majority of the significant biological pathways are immune-related. In summary, our study has identified disease-relevant transcription factors and their relevant cell types, and will facilitate discovering specific gene regulatory mechanisms of autoimmune diseases.","ABSTRACTAutoimmune and inflammatory diseases are a group of > 80 complex diseases caused by loss of immune tolerance for self-antigens. biological mechanisms of autoimmune diseases are largely unknown, preventing the development of effective treatment options."
Genome Report: Pseudomolecule-scale genome assemblies of Drepanocaryum sewerzowii and Marmoritis complanata,,https://doi.org/10.1101/2024.04.23.590777,,https://www.biorxiv.org/content/10.1101/2024.04.23.590777v1,"AbstractThe Nepetoideae, a subfamily of Lamiaceae (mint family), is rich in aromatic plants, many of which are sought after for their use as flavours and fragrances or for their medicinal properties. Here we present genome assemblies for two species in Nepetiodeae: Drepanocaruym sewerzowii and Marmoritis complanata. Both assemblies were generated using Oxford Nanopore Q20+ reads with contigs anchored to nine pseudomolecules that resulted in 335 Mb and 305 Mb assemblies, respectively, and BUSCO scores above 95% for both the assembly and annotation. We furthermore provide a species tree for the Lamiaceae using only genome derived gene models, complementing existing transcriptome and marker-based phylogenies.",Nepetoideae is a subfamily of Lamiaceae (mint family) rich in aromatic plants. many of them are sought after for their use as flavours and fragrances. both assemblies were generated using Oxford nanopore Q20+ reads.
Long range segmentation of prokaryotic genomes by gene age and functionality,,https://doi.org/10.1101/2024.04.26.591304,,https://www.biorxiv.org/content/10.1101/2024.04.26.591304v1,"AbstractBacterial and archaeal genomes encompass numerous operons that typically consist of two to five genes. On larger scales, however, gene order is poorly conserved through the evolution of prokaryotes. Nevertheless, non-random localization of different classes of genes on prokaryotic chromosomes could reflect important functional and evolutionary constraints. We explored the patterns of genomic localization of evolutionarily conserved (ancient) and variable (young) genes across the diversity of bacteria and archaea. Nearly all bacterial and archaeal chromosomes were found to encompass large segments of 100-300 kilobases that were significantly enriched in either ancient or young genes. Similar clustering of genes with lethal knockout phenotype (essential genes) was observed as well. Mathematical modeling of genome evolution suggests that this long-range gene clustering in prokaryotic chromosomes reflects perpetual genome rearrangement driven by a combination of selective and neutral processes rather than evolutionary conservation.",non-random localization of different classes of genes on prokaryotic chromosomes could reflect important functional and evolutionary constraints. bacterial and archaeal chromosomes were found to encompass large segments of 100-300 kilobases that were significantly enriched in either ancient or young genes.
Microdiversity in marine pelagic ammonia-oxidizing archaeal populations,,https://doi.org/10.1101/2024.04.23.590705,,https://www.biorxiv.org/content/10.1101/2024.04.23.590705v1,"ABSTRACTThe knowledge of the different population-level processes operating within a species, and the genetic variability of the individual prokaryotic genomes, is key to understanding the adaptability of microbial populations. Here, we characterized the flexible genome of ammonia-oxidizing archaeal (AOA) populations using a metagenomic recruitment approach and long-read (PacBio HiFi) metagenomic sequencing. In the lower photic zone of the western Mediterranean Sea, the genomes Nitrosopelagicus brevis CN25 and Nitrosopumilus catalinensis SPOT1 had the highest recruitment values among AOA. These two complete genomes were used to analyze the diversity of flexible genes (variable from strain to strain) by analyzing the long-reads located within the flexible genomic islands (fGIs) identified through their under-recruitment. Both AOA genomes had a large fGI involved in the glycosylation of exposed structures, highly variable and rich in glycosyltransferases. N. brevis had two fGIs related to the transport of phosphorus and ammonium respectively. N. catalinensis had fGIs involved in phosphorus transportation and metal uptake. A flexible genomic island (fGI5) previously reported as “unassigned function” in N. brevis could be associated with defense. These findings demonstrate that the microdiversity of marine microbe populations, including AOA, can be effectively characterized using an approach that incorporates new third-generation sequencing metagenomics.",the genomes Nitrosopelagicus brevis CN25 and Nitrosopumilus catalinensis SPOT1 had the highest recruitment values among AOA. both genomes had a large fGI involved in the glycosylation of exposed structures.
Optimizing Exome Captures in Species with Large Genomes Using Species-specific Repetitive DNA Blocker,,https://doi.org/10.1101/2024.04.23.590505,,https://www.biorxiv.org/content/10.1101/2024.04.23.590505v1,"AbstractLarge and highly repetitive genomes are common. However, research interests usually lie within the non-repetitive parts of the genome, as they are more likely functional, and can be used to answer questions related to adaptation, selection, and evolutionary history. Exome capture is a cost-effective method for providing sequencing data from protein-coding parts of the genes. C0t-1 DNA blockers consist of repetitive DNA and are used in exome captures to prevent the hybridization of repetitive DNA sequences to capture baits or bait-bound genomic DNA. Universal blockers target repetitive regions shared by many species, while species-specific c0t-1 DNA is prepared from the DNA of the studied species, thus perfectly matching the repetitive DNA contents of the species. So far the use of species-specific c0t-1 DNA has been limited to a few model species. Here, we evaluated the performance of blocker treatments in exome captures of Pinus sylvestris, a widely distributed conifer species with a large (> 20 Gbp) and highly repetitive genome. We compared treatment with a commercial universal blocker to treatments with species-specific c0t-1 (30,000 ng and 60,000 ng). Species-specific c0t-1 captured more unique exons than the initial set of targets, reduced sequencing of tandem repeats, and produced more target regions with high read coverage and narrower depth distribution than the universal blocker. Based on our results, we recommend optimizing exome captures by using at least 60,000 ng species-specific c0t-1 DNA. It is relatively easy and fast to prepare and can also be used with existing bait set designs.",exome capture is a cost-effective method for providing sequencing data from protein-coding parts of the genes. c0t-1 DNA blockers target repetitive regions shared by many species. species-specific c0t-1 DNA is prepared from the DNA of the studied species.
Sample multiplexing for retinal single-cell RNA-sequencing,,https://doi.org/10.1101/2024.04.23.589797,,https://www.biorxiv.org/content/10.1101/2024.04.23.589797v1,"SummaryRare cell populations can be challenging to characterize using microfluidic single-cell RNA sequencing (scRNA-seq) platforms. Typically, the population of interest must be enriched and pooled from multiple biological specimens for efficient collection. However, these practices preclude the resolution of sample origin together with phenotypic data and are problematic in experiments in which biological or technical variation is expected to be high (e.g., disease models, genetic perturbation screens, or human samples). One solution is sample multiplexing whereby each sample is tagged with a unique sequence barcode that is resolved bioinformatically. We have established a scRNA-seq sample multiplexing pipeline for mouse retinal ganglion cells using cholesterol-modified-oligos and utilized the enhanced precision to investigate cell type distribution and transcriptomic variance across retinal samples. As single cell transcriptomics are becoming more widely used to research development and disease, sample multiplexing represents a useful method to enhance the precision of scRNA-seq analysis.","single-cell RNA sequencing (scRNA-seq) platforms can be challenging to characterize using microfluidic single-cell RNA sequencing. the population of interest must be enriched and pooled from multiple biological specimens for efficient collection. however, these practices preclude the resolution of sample origin together with phenotypic data."
Differences in chromatin accessibility between renal cortex and inner medulla correlate with spatial differences in gene expression and are modulated by NFAT5 function,,https://doi.org/10.1101/2024.04.23.589187,,https://www.biorxiv.org/content/10.1101/2024.04.23.589187v1,"ABSTRACTA spatial gene expression pattern between the cortex (CTX) and inner medulla (IM) of the kidney has been observed, but the underlying mechanisms are unclear. Understanding these mechanisms is essential for elucidating renal function. Using the Assay for Transposase-Accessible Chromatin with high-throughput sequencing (ATAC-seq) we analyzed the open chromatin structures and the involvement of epigenetic mechanisms in mediating gene expression differences between the renal CTX and IM. We also examined the role of the nuclear factor of activated T cells 5 (NFAT5), a key regulator of hypertonicity. ATAC-seq analysis was performed on CTX and IM samples from both wild-type (WT) and NFAT5 knockout (KO) mice.This work demonstrates for the first time that these differences in gene expression between renal CTX and IM are associated with an epigenetic mechanism driven by chromatin accessibility, which is partially modulated by the nuclear factor of activated T-cells 5 (NFAT5) in mice. Furthermore, spatial localization and NFAT5-promoted chromatin accessibility correlate with differential gene expression and altered promoter binding motif enrichment in CTX and IM.This study provides new insights into the spatial and NFAT5-mediated regulation of chromatin accessibility and gene expression in CTX and IM. This work advances our understanding of kidney physiology by uncovering previously unknown epigenetic factors influencing gene expression and provides a new perspective on renal adaptive mechanisms.TRANSLATIONAL STATEMENT The study reveals new insights into the spatial and epigenetic regulation of gene expression in the renal cortex (CTX) and inner medulla (IM) in the mouse kidney. We used the Assay for Transposase-Accessible Chromatin with High-Throughput Sequence Analysis (ATAC-seq) to identify a key role of NFAT5 in modulating chromatin accessibility and to uncover previously unknown epigenetic factors. This research enhances our understanding of renal physiology and has important implications for clinical care by providing insights into potential adaptive mechanisms in the kidney. These findings suggest future investigations targeting epigenetic signaling pathways for therapeutic intervention in renal diseases.","ABSTRACTA spatial gene expression pattern between the cortex (CTX) and inner medulla (IM) of the kidney has been observed, but the underlying mechanisms are unclear. the study reveals new insights into the spatial and NFAT5-mediated regulation of chromatin accessibility and gene expression in CTX and IM."
