Title,Authors,DOI,Date,Paper_URL
Comprehensive profiling of N6-methyladnosine (m6A) readouts reveals novel m6A readers that regulate human embryonic stem cell differentiation,N/A,https://doi.org/10.1101/2025.03.09.640963,N/A,https://www.biorxiv.org/content/10.1101/2025.03.09.640963v2
Protocol Optimization Improves the Performance of Multiplexed RNA Imaging,N/A,https://doi.org/10.1101/2025.03.21.644527,N/A,https://www.biorxiv.org/content/10.1101/2025.03.21.644527v1
"Whole-Genome Sequencing, Annotation and Taxonomic Confirmation of a Multidrug-Resistant Escherichia coli Isolated from the Blood of a Sepsis Patient",N/A,https://doi.org/10.1101/2025.03.21.644136,N/A,https://www.biorxiv.org/content/10.1101/2025.03.21.644136v1
A Tale of Two Parasites: A Glimpse into the RNA Methylome of Patient-derived Plasmodium falciparum and Plasmodium vivax isolates,N/A,https://doi.org/10.1101/2023.12.26.573234,N/A,https://www.biorxiv.org/content/10.1101/2023.12.26.573234v3
T2T-CHM13 vs GRCh38: accurate identification of immunoglobulin isotypes from scRNA-seq requires a genome reference matched for ethnicity,N/A,https://doi.org/10.1101/2023.05.24.542206,N/A,https://www.biorxiv.org/content/10.1101/2023.05.24.542206v2
Spatial Transcriptomic Signature of Progressive Fibrosis in Human MASLD: Role of Senescence and Metabolic Reprogramming,N/A,https://doi.org/10.1101/2025.03.20.644239,N/A,https://www.biorxiv.org/content/10.1101/2025.03.20.644239v1
Genomic rearrangements promote diversification of a facultative meiotic parthenogenetic nematode pest (Meloidogyne graminicola),N/A,https://doi.org/10.1101/2025.03.20.644268,N/A,https://www.biorxiv.org/content/10.1101/2025.03.20.644268v1
Plasmid2MC: Efficient cell-free recombination of plasmids into high-purity minicircle DNA for use in genome editing applications,N/A,https://doi.org/10.1101/2024.07.08.602524,N/A,https://www.biorxiv.org/content/10.1101/2024.07.08.602524v3
Benchmarking of Human Read Removal Strategies for Viral and Microbial Metagenomics,N/A,https://doi.org/10.1101/2025.03.21.644587,N/A,https://www.biorxiv.org/content/10.1101/2025.03.21.644587v1
Cell-type-specific alternative splicing in the cerebral cortex of a Schinzel-Giedion Syndrome patient variant mouse,N/A,https://doi.org/10.1101/2024.06.26.600823,N/A,https://www.biorxiv.org/content/10.1101/2024.06.26.600823v3
A Prelude to Conservation Genomics: First Chromosome-Level Genome Assembly of a Flying Squirrel (Pteromyini: Pteromys volans),N/A,https://doi.org/10.1101/2025.03.20.644356,N/A,https://www.biorxiv.org/content/10.1101/2025.03.20.644356v2
"Transcriptional architecture and Pol II regulation at promoters, enhancers, and enhancer clusters in Canis lupus familiaris",N/A,https://doi.org/10.1101/2025.03.20.644285,N/A,https://www.biorxiv.org/content/10.1101/2025.03.20.644285v1
Naturally occurring variation in gene-associated transposable elements impacts gene expression and phenotypic diversity in woodland strawberry,N/A,https://doi.org/10.1101/2025.03.20.644342,N/A,https://www.biorxiv.org/content/10.1101/2025.03.20.644342v1
Ghosts of symbionts past: The hidden history of the dynamic association between filarial nematodes and their Wolbachia endosymbionts,N/A,https://doi.org/10.1101/2025.03.17.643741,N/A,https://www.biorxiv.org/content/10.1101/2025.03.17.643741v1
Alternative Promoters Drive Transcriptomic Reprogramming and Prognostic Stratification in TNBC,N/A,https://doi.org/10.1101/2025.03.19.643579,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.643579v1
Immortalization and Characterization of Schwann Cell Lines Derived from NF1 Associated Cutaneous Neurofibromas,N/A,https://doi.org/10.1101/2025.03.19.643702,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.643702v1
CarpeDeam: A De Novo Metagenome Assembler for Heavily Damaged Ancient Datasets,N/A,https://doi.org/10.1101/2024.08.09.607291,N/A,https://www.biorxiv.org/content/10.1101/2024.08.09.607291v2
Integrating Single-Molecule Sequencing and Deep Learning to Predict Haplotype-Specific 3D Chromatin Organization in a Mendelian Condition,N/A,https://doi.org/10.1101/2025.02.26.640261,N/A,https://www.biorxiv.org/content/10.1101/2025.02.26.640261v2
Completed genomes from Variovorax provide insight into genome diversification through horizontal gene transfer,N/A,https://doi.org/10.1101/2025.03.19.644167,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.644167v1
PanSpace: Fast and Scalable Indexing for Massive Bacterial Databases,N/A,https://doi.org/10.1101/2025.03.19.644115,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.644115v1
Disinfecting eukaryotic reference genomes to improve taxonomic inference from ancient environmental metagenomic data,N/A,https://doi.org/10.1101/2025.03.19.644176,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.644176v1
A simplified hybrid capture approach retains high specificity and enables PCR-free workflow,N/A,https://doi.org/10.1101/2025.03.18.644033,N/A,https://www.biorxiv.org/content/10.1101/2025.03.18.644033v1
Mosaic H3K9me3 at BREACHes predicts synaptic gene expression associated with fragile X syndrome cognitive severity,N/A,https://doi.org/10.1101/2025.03.19.644148,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.644148v1
cfMethDB: a comprehensive cfDNA methylation data resource for cancer biomarkers,N/A,https://doi.org/10.1101/2025.03.19.644046,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.644046v1
FULL-LENGTH HYBRID TRANSCRIPTOME OF THE OLFACTORY ROSETTE IN SENEGALESE SOLE (Solea senegalensis): AN ESSENTIAL GENOMIC RESOURCE TO IMPROVE REPRODUCTION AT FARMS,N/A,https://doi.org/10.1101/2025.03.19.644159,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.644159v1
Host traits impact the outcome of metagenomic library preparation from dental calculus samples across diverse mammals,N/A,https://doi.org/10.1101/2025.03.19.643754,N/A,https://www.biorxiv.org/content/10.1101/2025.03.19.643754v1
An extensive and unbiased genome-wide scan for parent-of-origin expressed genes in the pig clarifies the conservation landscape of genomic imprinting,N/A,https://doi.org/10.1101/2025.03.09.642261,N/A,https://www.biorxiv.org/content/10.1101/2025.03.09.642261v2
"Transposable Element Expression and Sub-cellular Dynamics During hPSC Differentiation to Endoderm, Mesoderm, and Ectoderm Lineages",N/A,https://doi.org/10.1101/2024.07.03.602001,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.602001v2
Genomic changes are varied across congeneric species pairs of animals,N/A,https://doi.org/10.1101/2024.09.05.611358,N/A,https://www.biorxiv.org/content/10.1101/2024.09.05.611358v4
Pneumococcal chromosome conformation variation between epigenetic variants is driven by episomal mobile genetic elements,N/A,https://doi.org/10.1101/2025.03.18.643841,N/A,https://www.biorxiv.org/content/10.1101/2025.03.18.643841v1
Contextualizing gene expression with feature rich graph neural networks,N/A,https://doi.org/10.1101/2025.03.17.643816,N/A,https://www.biorxiv.org/content/10.1101/2025.03.17.643816v1
Comprehensive 16S rRNA gene sequencing and meta-transcriptomic analyses in female reproductive tract microbiota: Two molecular profiles with different messages,N/A,https://doi.org/10.1101/2025.03.18.643876,N/A,https://www.biorxiv.org/content/10.1101/2025.03.18.643876v1
Draft genome and transcriptomic sequence data of three invasive insect species,N/A,https://doi.org/10.1101/2024.12.02.626401,N/A,https://www.biorxiv.org/content/10.1101/2024.12.02.626401v2
Epigenomic subtypes of late-onset Alzheimer’s disease reveal distinct microglial signatures,N/A,https://doi.org/10.1101/2025.03.15.643144,N/A,https://www.biorxiv.org/content/10.1101/2025.03.15.643144v1
Hi-C for genome-wide detection of enhancer-hijacking rearrangements in routine lymphoid cancer biopsies,N/A,https://doi.org/10.1101/2025.03.15.643352,N/A,https://www.biorxiv.org/content/10.1101/2025.03.15.643352v1
Single-cell multiome and spatial profiling reveals pancreas cell type-specific gene regulatory programs driving type 1 diabetes progression,N/A,https://doi.org/10.1101/2025.02.13.637721,N/A,https://www.biorxiv.org/content/10.1101/2025.02.13.637721v2
Sequencing a botanical monument: a chromosome-level assembly of the 400-year-old Goethe’s Palm (Chamaerops humilis L.) at the Botanical Garden of the University of Padua (Italy),N/A,https://doi.org/10.1101/2025.03.17.643598,N/A,https://www.biorxiv.org/content/10.1101/2025.03.17.643598v1
Genetic diversity and regulatory features of human-specific NOTCH2NL duplications,N/A,https://doi.org/10.1101/2025.03.14.643395,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643395v2
Genome-wide ribonucleotide detection in Archaea,N/A,https://doi.org/10.1101/2025.03.17.643674,N/A,https://www.biorxiv.org/content/10.1101/2025.03.17.643674v1
Single-cell transcriptomic atlas of human retina from Chinese donors reveals population-specific cellular diversity,N/A,https://doi.org/10.1101/2025.03.16.643491,N/A,https://www.biorxiv.org/content/10.1101/2025.03.16.643491v1
Transcriptome remodeling and adaptive preservation of muscle protein content in hibernating black bears,N/A,https://doi.org/10.1101/2025.03.06.641932,N/A,https://www.biorxiv.org/content/10.1101/2025.03.06.641932v2
Analysis of long-range contacts across cell types outlines a core sequence determinant of 3D genome organisation,N/A,https://doi.org/10.1101/2025.03.16.643527,N/A,https://www.biorxiv.org/content/10.1101/2025.03.16.643527v1
Whole-genome sequence of Potamopyrgus antipodarum—a model system for the maintenance of sexual reproduction—reveals a recent whole-genome duplication,N/A,https://doi.org/10.1101/2025.03.16.643514,N/A,https://www.biorxiv.org/content/10.1101/2025.03.16.643514v1
"Structural variants contribute to the gut microbiome, blood metabolic traits and their causal relationships",N/A,https://doi.org/10.1101/2025.03.15.643427,N/A,https://www.biorxiv.org/content/10.1101/2025.03.15.643427v1
Extreme GC3 Codon Bias in a Novel Brown Seaweed Virus Results in Pseudoambigrammatic Characteristics,N/A,https://doi.org/10.1101/2025.03.14.643323,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643323v1
High-throughput single cell -omics using semi-permeable capsules,N/A,https://doi.org/10.1101/2025.03.14.642805,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.642805v1
Single-cell multiomics reveals disrupted glial gene regulatory programs in Alzheimer’s disease via interpretable machine learning,N/A,https://doi.org/10.1101/2025.03.14.643349,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643349v1
"Analyses of phylogenetics, natural selection, and protein structure of clade 2.3.4.4b H5N1 Influenza A reveal that recent viral lineages have evolved promiscuity in host range and improved replication in mammals in North America",N/A,https://doi.org/10.1101/2025.03.15.641219,N/A,https://www.biorxiv.org/content/10.1101/2025.03.15.641219v1
Capsule-Based Single-Cell Genome Sequencing,N/A,https://doi.org/10.1101/2025.03.14.643253,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643253v1
"Genome Report: Improved chromosome-level genome assembly of the American cockroach, Periplaneta americana",N/A,https://doi.org/10.1101/2025.03.14.643325,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643325v1
Cytosine-to-uracil RNA editing is upregulated by pro-inflammatory stimulation of myeloid cells,N/A,https://doi.org/10.1101/2025.03.14.643382,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643382v1
Pangenome analyses of tea plant reveal structural variations driven gene expression alterations and agronomic trait diversification,N/A,https://doi.org/10.1101/2025.03.14.643311,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643311v1
Chromosome-level genome assembly and annotation of the chaetognath Flaccisagitta enflata,N/A,https://doi.org/10.1101/2025.03.14.643333,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643333v1
Long-read transcriptomics of a diverse human cohort reveals widespread ancestry bias in gene annotation,N/A,https://doi.org/10.1101/2025.03.14.643250,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643250v1
Multi-step genomics on single cells and live cultures in sub-nanoliter capsules,N/A,https://doi.org/10.1101/2025.03.14.642839,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.642839v1
Benchmarking of variant pathogenicity prediction methods using a population genetics approach,N/A,https://doi.org/10.1101/2025.03.16.643565,N/A,https://www.biorxiv.org/content/10.1101/2025.03.16.643565v1
Horizontal gene transfers are widespread across termite genomes but do not confer metabolic innovations,N/A,https://doi.org/10.1101/2025.03.16.643567,N/A,https://www.biorxiv.org/content/10.1101/2025.03.16.643567v1
Predictive modeling of microbial data with interaction effects,N/A,https://doi.org/10.1101/2024.04.29.591596,N/A,https://www.biorxiv.org/content/10.1101/2024.04.29.591596v2
"Sequencing, de novo assembly of Ludwigia plastomes, and comparative analysis within the Onagraceae family",N/A,https://doi.org/10.1101/2023.10.20.563230,N/A,https://www.biorxiv.org/content/10.1101/2023.10.20.563230v7
Deciphering lung adenocarcinoma evolution and the role of LINE-1 retrotransposition,N/A,https://doi.org/10.1101/2025.03.14.643063,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643063v1
TinkerHap - A Novel Read-Based Phasing Algorithm with Integrated Multi-Method Support for Enhanced Accuracy,N/A,https://doi.org/10.1101/2025.02.16.638517,N/A,https://www.biorxiv.org/content/10.1101/2025.02.16.638517v2
Using semantic search to find publicly available gene-expression datasets,N/A,https://doi.org/10.1101/2025.03.13.643153,N/A,https://www.biorxiv.org/content/10.1101/2025.03.13.643153v1
A chromosome-level genome of the King penguin (Aptenodytes patagonicus): an emerging model-in-the-wild for studying evolution,N/A,https://doi.org/10.1101/2025.03.13.642884,N/A,https://www.biorxiv.org/content/10.1101/2025.03.13.642884v1
National Scale Genomic Engine for Precision Medicine: Singapore PRECISE-SG100K Experience,N/A,https://doi.org/10.1101/2025.03.13.642552,N/A,https://www.biorxiv.org/content/10.1101/2025.03.13.642552v1
Castes and developmental stages of the harvester ant P. californicus differ in genome-wide and gene specific DNA methylation,N/A,https://doi.org/10.1101/2025.03.13.642958,N/A,https://www.biorxiv.org/content/10.1101/2025.03.13.642958v1
Simultaneous measurement of intrinsic promoter and enhancer potential reveals principles of functional duality and regulatory reciprocity,N/A,https://doi.org/10.1101/2025.03.14.643265,N/A,https://www.biorxiv.org/content/10.1101/2025.03.14.643265v1
"Sequencing by Expansion (SBX) – a novel, high-throughput single-molecule sequencing technology",N/A,https://doi.org/10.1101/2025.02.19.639056,N/A,https://www.biorxiv.org/content/10.1101/2025.02.19.639056v2
Cell type-specific intronic RNAs shape genome architecture during neuronal lineage specification,N/A,https://doi.org/10.1101/2025.03.13.641826,N/A,https://www.biorxiv.org/content/10.1101/2025.03.13.641826v1
Sensitive Transcriptomics and Genotyping reveals function of genetic variants in immunity,N/A,https://doi.org/10.1101/2025.03.12.642879,N/A,https://www.biorxiv.org/content/10.1101/2025.03.12.642879v1
"Phage metagenome-assembled genomes portraying anti-ESKAPE and anti-CRISPR/Cas potential; datasets from sewage-clinical settings of Western Uganda, sub–Saharan Africa",N/A,https://doi.org/10.1101/2025.03.12.642846,N/A,https://www.biorxiv.org/content/10.1101/2025.03.12.642846v1
The Genome of the American Dog Tick (Dermacentor variabilis),N/A,https://doi.org/10.1101/2025.03.12.642860,N/A,https://www.biorxiv.org/content/10.1101/2025.03.12.642860v1
Leveraging existing data to maximise quality and consistency across gene model annotations: a Fusarium pan-annotation,N/A,https://doi.org/10.1101/2025.03.12.642647,N/A,https://www.biorxiv.org/content/10.1101/2025.03.12.642647v1
Chromosome-level genome assembly of the doctor fish (Garra rufa),N/A,https://doi.org/10.1101/2025.03.11.642249,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642249v1
Genome-Wide CRISPR Screening Identifies Cellular Factors Controlling Nonviral Genome Editing Efficiency,N/A,https://doi.org/10.1101/2025.03.12.642795,N/A,https://www.biorxiv.org/content/10.1101/2025.03.12.642795v1
Transcriptomic and chromatin accessibility profiling unveils new regulators of heat hormesis in Caenorhabditis elegans,N/A,https://doi.org/10.1101/2025.03.11.642714,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642714v1
"Global Phylogenomic Analysis and Genome Homology Reveals New rare Phylogenetic groups, “Synonymous” Species, and the Need to Simplify Nomenclature and Pathogens Identification in the Bacillus cereus Group",N/A,https://doi.org/10.1101/2025.03.11.642625,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642625v1
DiMeLo-cito: a one-tube protocol for mapping protein-DNA interactions reveals CTCF bookmarking in mitosis,N/A,https://doi.org/10.1101/2025.03.11.642717,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642717v1
A convenient single-cell newly synthesized transcriptome assay reveals FLI1 downregulation during T-cell activation,N/A,https://doi.org/10.1101/2024.08.22.609222,N/A,https://www.biorxiv.org/content/10.1101/2024.08.22.609222v2
Overlapping soil and gut microbiome compound processing potential in a gradient of ecosystem quality and subjects with type 2 diabetes,N/A,https://doi.org/10.1101/2025.03.11.642605,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642605v1
A Latent Activated Olfactory Stem Cell State Revealed by Single-Cell Transcriptomic and Epigenomic Profiling,N/A,https://doi.org/10.1101/2023.10.26.564041,N/A,https://www.biorxiv.org/content/10.1101/2023.10.26.564041v2
TelOMpy enables single-molecule resolution of telomere length from optical genome mapping data,N/A,https://doi.org/10.1101/2025.03.11.642545,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642545v1
Evidence Aggregator: AI reasoning applied to rare disease diagnostics,N/A,https://doi.org/10.1101/2025.03.10.642480,N/A,https://www.biorxiv.org/content/10.1101/2025.03.10.642480v1
"Genome structure and molecular phylogeny of the only Eurasian Boechera species, Boechera falcata (Brassicaceae)",N/A,https://doi.org/10.1101/2025.03.11.642644,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642644v1
Integrative analysis of taste genetics and the dental plaque microbiome in early childhood caries,N/A,https://doi.org/10.1101/2025.03.10.642456,N/A,https://www.biorxiv.org/content/10.1101/2025.03.10.642456v1
Multi-millennial genetic resilience of Baltic diatom populations disturbed in the past centuries,N/A,https://doi.org/10.1101/2025.03.10.642313,N/A,https://www.biorxiv.org/content/10.1101/2025.03.10.642313v1
scooby: Modeling multi-modal genomic profiles from DNA sequence at single-cell resolution,N/A,https://doi.org/10.1101/2024.09.19.613754,N/A,https://www.biorxiv.org/content/10.1101/2024.09.19.613754v3
Estimating recent and historical effective population size of marine and freshwater sticklebacks,N/A,https://doi.org/10.1101/2023.05.22.541730,N/A,https://www.biorxiv.org/content/10.1101/2023.05.22.541730v2
Unveiling Hidden Microbial Diversity in Mars 2020 Mission Assembly Cleanrooms with Molecular Insights into the Persistent and Perseverance of Novel Species Defying Metagenome Sequencing,N/A,https://doi.org/10.1101/2025.01.21.633868,N/A,https://www.biorxiv.org/content/10.1101/2025.01.21.633868v3
FlowAgent: A Modular Agent-Based System for Automated Workflow Management and Data Interpretation,N/A,https://doi.org/10.1101/2025.03.06.641728,N/A,https://www.biorxiv.org/content/10.1101/2025.03.06.641728v1
3D Epigenome Evolution Underlies Divergent Gene Regulatory Programs in Primate Neural Development,N/A,https://doi.org/10.1101/2025.03.11.642620,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642620v1
Comparative Transcriptomic Analysis of Embryonic Stem Cells (ESCs) across Mammalian Species,N/A,https://doi.org/10.1101/2025.03.11.642582,N/A,https://www.biorxiv.org/content/10.1101/2025.03.11.642582v1
Methylation pseudotime analysis for label-free profiling of the temporal chromatin landscape with long-read sequencing,N/A,https://doi.org/10.1101/2025.03.03.641287,N/A,https://www.biorxiv.org/content/10.1101/2025.03.03.641287v2
Integrative genotyping and analysis of canine structural variation using long-read and short-read data,N/A,https://doi.org/10.1101/2025.03.05.641690,N/A,https://www.biorxiv.org/content/10.1101/2025.03.05.641690v1
Somatic repetitive element insertions Define New Biomarkers in Pan-cancer genome,N/A,https://doi.org/10.1101/2025.02.19.638966,N/A,https://www.biorxiv.org/content/10.1101/2025.02.19.638966v2
The use of Benzonase to produce ribosome footprints simplifies translational levels quantification by Ribo-seq,N/A,https://doi.org/10.1101/2025.03.07.642103,N/A,https://www.biorxiv.org/content/10.1101/2025.03.07.642103v1
Resequencing and phenotyping of the first highly inbred eggplant multiparent population reveal SmLBD13 as a key gene associated with root morphology,N/A,https://doi.org/10.1101/2025.03.07.642003,N/A,https://www.biorxiv.org/content/10.1101/2025.03.07.642003v1
Predicting the functional impact of single nucleotide variants in Drosophila melanogaster with FlyCADD,N/A,https://doi.org/10.1101/2025.02.27.640642,N/A,https://www.biorxiv.org/content/10.1101/2025.02.27.640642v2
Crossover designation recruits condensin to reorganize the meiotic chromosome axis,N/A,https://doi.org/10.1101/2020.07.16.207068,N/A,https://www.biorxiv.org/content/10.1101/2020.07.16.207068v2
De novo Genome Assembly and Annotation of Manouria impressa,N/A,https://doi.org/10.1101/2025.03.10.642296,N/A,https://www.biorxiv.org/content/10.1101/2025.03.10.642296v1
Inverted Alu repeats in loop-out exon skipping across hominoid evolution,N/A,https://doi.org/10.1101/2025.03.07.642063,N/A,https://www.biorxiv.org/content/10.1101/2025.03.07.642063v1
Dimeric R25CPTH(1-34) Activates the Parathyroid Hormone-1 Receptor in vitro and Stimulates Bone Formation in Osteoporotic Female Mice,N/A,https://doi.org/10.1101/2024.03.13.584815,N/A,https://www.biorxiv.org/content/10.1101/2024.03.13.584815v5
Targeting Modulated Vascular Smooth Muscle Cells in Atherosclerosis via FAP-Directed Immunotherapy,N/A,https://doi.org/10.1101/2025.03.03.641211,N/A,https://www.biorxiv.org/content/10.1101/2025.03.03.641211v1
Whole-miRNome sequencing (WMS) - a panel for targeted sequencing of all human miRNA genes,N/A,https://doi.org/10.1101/2025.03.09.641621,N/A,https://www.biorxiv.org/content/10.1101/2025.03.09.641621v1
Intergenic polyA/T tracts explain the propensity of yeast de novo genes to encode transmembrane domains,N/A,https://doi.org/10.1101/2025.03.04.641575,N/A,https://www.biorxiv.org/content/10.1101/2025.03.04.641575v1
Comprehensive cellular analysis with single-nucleus RNA-seq of archived PAXgene whole blood samples,N/A,https://doi.org/10.1101/2025.03.06.641241,N/A,https://www.biorxiv.org/content/10.1101/2025.03.06.641241v1
Guiding eQTL mapping and genomic prediction of gene expression in three pig breeds with tissue-specific epigenetic annotations from early development,N/A,https://doi.org/10.1101/2025.03.05.641618,N/A,https://www.biorxiv.org/content/10.1101/2025.03.05.641618v1
"Genomic diversity of non-typhoidal Salmonella found in patients suffering from gastroenteritis in Norfolk, UK",N/A,https://doi.org/10.1101/2025.03.06.641842,N/A,https://www.biorxiv.org/content/10.1101/2025.03.06.641842v1
Parent-of-origin effect on global gene expression and host-plant adaptation in Spodoptera frugiperda (Lepidoptera: Noctuidae),N/A,https://doi.org/10.1101/2025.03.10.642409,N/A,https://www.biorxiv.org/content/10.1101/2025.03.10.642409v1
LEMMIv2: Benchmarking Framework for Metagenomic and 16S Amplicon Profilers with a Catalogue of Evaluated Tools,N/A,https://doi.org/10.1101/2025.03.06.641904,N/A,https://www.biorxiv.org/content/10.1101/2025.03.06.641904v1
Protein massively parallel binding assay reveals transcription factor binding determinants,N/A,https://doi.org/10.1101/2025.03.05.641616,N/A,https://www.biorxiv.org/content/10.1101/2025.03.05.641616v1
Benchmarking Pre-trained Genomic Language Models for RNA Sequence-Related Predictive Applications,N/A,https://doi.org/10.1101/2025.03.05.641574,N/A,https://www.biorxiv.org/content/10.1101/2025.03.05.641574v1
Pyruvate and Related Energetic Metabolites Modulate Resilience Against High Genetic Risk for Glaucoma,N/A,https://doi.org/10.1101/2025.01.18.633745,N/A,https://www.biorxiv.org/content/10.1101/2025.01.18.633745v3
Mapping-based Genome Size Estimation,N/A,https://doi.org/10.1101/607390,N/A,https://www.biorxiv.org/content/10.1101/607390v3
The genomic landscape of spider monkeys and northern muriquis from a conservation perspective,N/A,https://doi.org/10.1101/2025.03.07.641388,N/A,https://www.biorxiv.org/content/10.1101/2025.03.07.641388v1
Expanding the Egbenema Horizon: Novel Species Discovery in India and First Complete Genome Assembly of the Genus,N/A,https://doi.org/10.1101/2025.03.03.641212,N/A,https://www.biorxiv.org/content/10.1101/2025.03.03.641212v1
